ID,OrderID,OrderDate,Region,Customer,Category,Product,Quantity,UnitPrice,Sales
348,ORD00348,2023-05-15,West,Customer_341,Office Supplies,Paper Pack,1,505,505
349,ORD00349,2023-01-16,South,Customer_347,Office Supplies,Paper Pack,2,404,808
350,ORD00350,2023-11-11,South,Customer_113,Electronics,Mouse,3,916,2748
351,ORD00351,2024-03-27,North,Customer_364,Office Supplies,Stapler,1,815,815
352,ORD00352,2023-04-03,South,Customer_112,Office Supplies,Pen,10,268,2680
353,ORD00353,2024-08-27,East,Customer_418,Office Supplies,Notebook,8,314,2512
354,ORD00354,2024-09-30,West,Customer_43,Furniture,Table,10,698,6980
355,ORD00355,2023-05-29,West,Customer_286,Furniture,Desk,8,632,5056
356,ORD00356,2023-01-03,North,Customer_144,Office Supplies,Pen,8,407,3256
357,ORD00357,2023-04-06,East,Customer_210,Furniture,Desk,9,436,3924
358,ORD00358,2023-08-26,West,Customer_293,Electronics,Keyboard,8,391,3128
359,ORD00359,2024-05-06,North,Customer_75,Office Supplies,Notebook,7,970,6790
360,ORD00360,2024-06-14,North,Customer_298,Furniture,Table,4,494,1976
361,ORD00361,2023-10-08,South,Customer_311,Office Supplies,Stapler,9,138,1242
362,ORD00362,2024-06-07,North,Customer_176,Furniture,Cupboard,7,791,5537
363,ORD00363,2023-03-17,West,Customer_267,Furniture,Cupboard,4,502,2008
364,ORD00364,2024-04-20,West,Customer_499,Electronics,Mouse,5,175,875
365,ORD00365,2024-04-28,South,Customer_87,Electronics,Monitor,2,714,1428
366,ORD00366,2023-05-06,East,Customer_448,Furniture,Chair,1,216,216
367,ORD00367,2024-08-02,East,Customer_234,Furniture,Cupboard,2,676,1352
368,ORD00368,2023-10-28,South,Customer_381,Furniture,Desk,7,544,3808
369,ORD00369,2023-02-12,East,Customer_307,Electronics,Keyboard,10,967,9670
370,ORD00370,2024-01-24,West,Customer_89,Furniture,Cupboard,6,800,4800
371,ORD00371,2023-05-31,East,Customer_402,Electronics,Mouse,10,915,9150
372,ORD00372,2023-10-16,North,Customer_415,Electronics,Printer,10,875,8750
373,ORD00373,2023-04-20,West,Customer_13,Electronics,Laptop,7,642,4494
374,ORD00374,2023-11-15,East,Customer_344,Furniture,Cupboard,6,376,2256
375,ORD00375,2023-05-03,East,Customer_355,Electronics,Mouse,5,805,4025
376,ORD00376,2023-08-23,South,Customer_225,Office Supplies,Stapler,10,56,560
377,ORD00377,2023-12-12,East,Customer_389,Furniture,Desk,1,410,410
378,ORD00378,2023-03-17,North,Customer_103,Electronics,Laptop,2,368,736
379,ORD00379,2024-10-16,West,Customer_351,Furniture,Desk,5,429,2145
380,ORD00380,2024-06-22,East,Customer_125,Office Supplies,Stapler,4,160,640
381,ORD00381,2024-01-29,South,Customer_422,Furniture,Cupboard,6,333,1998
382,ORD00382,2024-10-07,South,Customer_201,Electronics,Laptop,7,98,686
383,ORD00383,2024-06-11,East,Customer_74,Furniture,Cupboard,6,132,792
384,ORD00384,2023-12-13,South,Customer_65,Electronics,Keyboard,10,583,5830
385,ORD00385,2023-03-24,West,Customer_325,Office Supplies,Paper Pack,2,182,364
386,ORD00386,2024-10-27,South,Customer_496,Furniture,Chair,9,346,3114
387,ORD00387,2024-02-11,East,Customer_149,Office Supplies,Notebook,10,503,5030
388,ORD00388,2024-05-09,West,Customer_206,Electronics,Printer,7,501,3507
389,ORD00389,2024-01-12,East,Customer_257,Furniture,Desk,4,322,1288
390,ORD00390,2024-05-06,West,Customer_370,Furniture,Cupboard,3,430,1290
391,ORD00391,2024-02-23,East,Customer_118,Electronics,Keyboard,4,366,1464
392,ORD00392,2024-01-27,North,Customer_386,Furniture,Desk,1,125,125
393,ORD00393,2023-10-29,West,Customer_217,Office Supplies,Pen,10,292,2920
394,ORD00394,2024-03-03,North,Customer_169,Electronics,Mouse,2,994,1988
395,ORD00395,2023-03-15,North,Customer_132,Office Supplies,Paper Pack,5,208,1040
396,ORD00396,2023-09-05,South,Customer_473,Office Supplies,Notebook,10,483,4830
397,ORD00397,2024-04-30,West,Customer_349,Office Supplies,Notebook,10,892,8920
398,ORD00398,2024-02-12,East,Customer_472,Furniture,Chair,1,831,831
399,ORD00399,2023-02-20,West,Customer_488,Electronics,Keyboard,6,359,2154
400,ORD00400,2023-11-24,North,Customer_454,Electronics,Printer,2,640,1280
401,ORD00401,2023-05-05,South,Customer_142,Electronics,Laptop,7,162,1134
402,ORD00402,2023-10-12,North,Customer_480,Office Supplies,Pen,6,333,1998
403,ORD00403,2023-03-04,West,Customer_100,Electronics,Mouse,3,280,840
404,ORD00404,2024-10-08,North,Customer_183,Furniture,Cupboard,5,104,520
405,ORD00405,2024-03-28,North,Customer_205,Furniture,Table,5,391,1955
406,ORD00406,2023-02-10,North,Customer_139,Office Supplies,Stapler,10,306,3060
407,ORD00407,2023-02-27,South,Customer_212,Electronics,Printer,8,373,2984
408,ORD00408,2024-02-23,North,Customer_327,Office Supplies,Notebook,1,587,587
409,ORD00409,2023-12-13,North,Customer_372,Furniture,Desk,4,230,920
410,ORD00410,2023-08-10,West,Customer_376,Furniture,Desk,3,144,432
411,ORD00411,2024-10-17,East,Customer_6,Electronics,Keyboard,3,509,1527
412,ORD00412,2023-12-12,North,Customer_243,Office Supplies,Notebook,9,117,1053
413,ORD00413,2023-06-16,North,Customer_104,Furniture,Table,2,867,1734
414,ORD00414,2023-01-18,West,Customer_86,Furniture,Desk,8,44,352
415,ORD00415,2023-01-21,West,Customer_183,Electronics,Laptop,9,369,3321
416,ORD00416,2024-02-13,South,Customer_381,Furniture,Cupboard,8,328,2624
417,ORD00417,2024-05-08,East,Customer_424,Electronics,Keyboard,4,382,1528
418,ORD00418,2023-11-13,West,Customer_434,Office Supplies,Stapler,8,491,3928
419,ORD00419,2023-06-18,West,Customer_403,Office Supplies,Stapler,3,707,2121
420,ORD00420,2024-02-20,East,Customer_266,Office Supplies,Pen,5,110,550
421,ORD00421,2023-06-15,North,Customer_412,Electronics,Keyboard,3,167,501
422,ORD00422,2023-10-22,South,Customer_332,Furniture,Chair,8,96,768
423,ORD00423,2023-09-27,East,Customer_170,Office Supplies,Pen,7,738,5166
424,ORD00424,2024-06-03,South,Customer_419,Furniture,Desk,5,852,4260
425,ORD00425,2023-10-07,West,Customer_102,Furniture,Desk,4,767,3068
426,ORD00426,2024-08-10,West,Customer_182,Furniture,Table,10,533,5330
427,ORD00427,2024-11-18,West,Customer_241,Furniture,Table,6,141,846
428,ORD00428,2023-05-04,East,Customer_117,Electronics,Mouse,2,266,532
429,ORD00429,2024-01-31,West,Customer_261,Furniture,Table,5,405,2025
430,ORD00430,2024-01-28,East,Customer_474,Office Supplies,Stapler,1,485,485
431,ORD00431,2024-04-14,East,Customer_371,Electronics,Mouse,2,411,822
432,ORD00432,2023-07-09,West,Customer_104,Furniture,Table,10,928,9280
433,ORD00433,2023-10-18,East,Customer_197,Furniture,Table,8,167,1336
434,ORD00434,2024-06-09,East,Customer_82,Furniture,Cupboard,2,787,1574
435,ORD00435,2023-06-05,East,Customer_454,Office Supplies,Notebook,8,231,1848
436,ORD00436,2023-03-16,South,Customer_95,Electronics,Keyboard,5,554,2770
437,ORD00437,2023-07-21,North,Customer_469,Furniture,Chair,3,475,1425
438,ORD00438,2024-03-15,East,Customer_387,Furniture,Table,6,231,1386
439,ORD00439,2024-05-09,North,Customer_325,Furniture,Cupboard,5,811,4055
440,ORD00440,2024-01-14,South,Customer_425,Electronics,Laptop,6,468,2808
441,ORD00441,2023-01-25,South,Customer_97,Electronics,Keyboard,7,520,3640
442,ORD00442,2024-01-14,East,Customer_423,Office Supplies,Notebook,9,17,153
443,ORD00443,2024-02-04,South,Customer_39,Furniture,Table,9,386,3474
444,ORD00444,2024-12-26,East,Customer_440,Furniture,Desk,7,139,973
445,ORD00445,2023-03-04,West,Customer_165,Furniture,Table,2,712,1424
446,ORD00446,2024-07-21,South,Customer_212,Furniture,Chair,7,694,4858
447,ORD00447,2024-08-14,North,Customer_76,Furniture,Chair,3,373,1119
448,ORD00448,2024-06-25,East,Customer_357,Electronics,Printer,6,516,3096
449,ORD00449,2023-07-06,North,Customer_140,Office Supplies,Notebook,9,116,1044
450,ORD00450,2024-02-21,East,Customer_438,Electronics,Laptop,2,119,238
451,ORD00451,2023-10-31,East,Customer_383,Furniture,Cupboard,4,116,464
452,ORD00452,2024-10-14,North,Customer_147,Furniture,Table,5,398,1990
453,ORD00453,2024-12-20,North,Customer_220,Office Supplies,Notebook,7,309,2163
454,ORD00454,2023-09-26,East,Customer_336,Office Supplies,Paper Pack,3,278,834
455,ORD00455,2023-12-11,South,Customer_375,Furniture,Table,8,212,1696
456,ORD00456,2024-06-05,North,Customer_98,Furniture,Chair,6,22,132
457,ORD00457,2023-10-10,North,Customer_65,Furniture,Chair,2,263,526
458,ORD00458,2024-07-23,South,Customer_257,Office Supplies,Pen,10,937,9370
459,ORD00459,2024-07-18,East,Customer_470,Office Supplies,Notebook,7,13,91
460,ORD00460,2023-03-18,East,Customer_82,Electronics,Mouse,8,96,768
461,ORD00461,2023-12-24,South,Customer_255,Electronics,Monitor,6,74,444
462,ORD00462,2024-04-14,South,Customer_391,Office Supplies,Pen,2,602,1204
463,ORD00463,2023-08-31,South,Customer_45,Office Supplies,Notebook,1,722,722
464,ORD00464,2023-10-05,South,Customer_110,Office Supplies,Stapler,1,98,98
465,ORD00465,2023-05-31,East,Customer_410,Furniture,Desk,6,704,4224
466,ORD00466,2023-08-28,South,Customer_146,Furniture,Desk,9,305,2745
467,ORD00467,2024-11-24,East,Customer_379,Furniture,Cupboard,5,310,1550
468,ORD00468,2023-01-31,North,Customer_278,Office Supplies,Paper Pack,9,242,2178
469,ORD00469,2024-11-14,North,Customer_71,Electronics,Keyboard,4,852,3408
470,ORD00470,2023-02-13,West,Customer_82,Office Supplies,Notebook,9,351,3159
471,ORD00471,2023-01-08,West,Customer_146,Office Supplies,Pen,5,650,3250
472,ORD00472,2024-04-08,South,Customer_377,Furniture,Desk,3,342,1026
473,ORD00473,2023-03-15,West,Customer_212,Electronics,Monitor,8,380,3040
474,ORD00474,2023-03-29,East,Customer_491,Electronics,Monitor,2,353,706
475,ORD00475,2023-11-15,South,Customer_361,Office Supplies,Notebook,4,132,528
476,ORD00476,2024-10-29,South,Customer_169,Furniture,Chair,6,785,4710
477,ORD00477,2024-05-06,West,Customer_337,Furniture,Desk,9,217,1953
478,ORD00478,2024-04-18,West,Customer_417,Furniture,Desk,10,318,3180
479,ORD00479,2023-11-04,North,Customer_45,Office Supplies,Pen,1,704,704
480,ORD00480,2024-01-27,East,Customer_130,Office Supplies,Notebook,3,144,432
481,ORD00481,2023-12-27,East,Customer_477,Electronics,Keyboard,3,432,1296
482,ORD00482,2023-02-18,South,Customer_78,Electronics,Keyboard,2,170,340
483,ORD00483,2023-10-08,North,Customer_399,Electronics,Mouse,2,868,1736
484,ORD00484,2024-12-09,North,Customer_460,Furniture,Desk,3,626,1878
485,ORD00485,2024-09-02,South,Customer_399,Electronics,Laptop,6,123,738
486,ORD00486,2023-12-03,East,Customer_268,Electronics,Laptop,10,17,170
487,ORD00487,2023-01-31,South,Customer_185,Office Supplies,Notebook,4,451,1804
488,ORD00488,2023-06-15,South,Customer_28,Office Supplies,Pen,8,496,3968
489,ORD00489,2023-05-11,East,Customer_388,Office Supplies,Pen,6,494,2964
490,ORD00490,2023-10-14,East,Customer_274,Furniture,Chair,6,138,828
491,ORD00491,2023-01-30,West,Customer_396,Electronics,Printer,2,990,1980
492,ORD00492,2024-09-17,West,Customer_33,Electronics,Laptop,8,793,6344
493,ORD00493,2024-01-20,North,Customer_28,Electronics,Monitor,10,578,5780
494,ORD00494,2023-07-28,South,Customer_229,Electronics,Mouse,5,843,4215
495,ORD00495,2024-03-18,South,Customer_310,Furniture,Cupboard,5,822,4110
496,ORD00496,2024-05-06,South,Customer_101,Electronics,Mouse,10,67,670
497,ORD00497,2023-09-02,West,Customer_239,Furniture,Table,10,581,5810
498,ORD00498,2024-05-27,East,Customer_480,Furniture,Chair,10,588,5880
499,ORD00499,2024-10-02,West,Customer_8,Office Supplies,Notebook,6,965,5790
500,ORD00500,2023-03-30,North,Customer_396,Furniture,Chair,9,232,2088
501,ORD00501,2023-11-03,North,Customer_405,Electronics,Mouse,1,973,973
502,ORD00502,2023-11-03,East,Customer_230,Furniture,Cupboard,9,712,6408
503,ORD00503,2024-12-20,South,Customer_311,Office Supplies,Paper Pack,4,855,3420
504,ORD00504,2024-03-28,West,Customer_282,Furniture,Desk,10,387,3870
505,ORD00505,2023-12-30,West,Customer_108,Office Supplies,Pen,10,571,5710
506,ORD00506,2023-12-21,East,Customer_389,Office Supplies,Notebook,8,368,2944
507,ORD00507,2024-08-27,South,Customer_266,Office Supplies,Notebook,7,49,343
508,ORD00508,2024-02-11,East,Customer_476,Furniture,Desk,3,60,180
509,ORD00509,2023-05-23,South,Customer_220,Office Supplies,Paper Pack,9,986,8874
510,ORD00510,2024-07-07,South,Customer_149,Office Supplies,Paper Pack,6,92,552
511,ORD00511,2023-09-23,West,Customer_136,Furniture,Cupboard,5,101,505
512,ORD00512,2024-08-10,West,Customer_78,Furniture,Desk,2,401,802
513,ORD00513,2024-12-04,West,Customer_304,Electronics,Keyboard,7,378,2646
514,ORD00514,2023-11-28,North,Customer_396,Office Supplies,Notebook,4,825,3300
515,ORD00515,2023-11-29,South,Customer_296,Office Supplies,Pen,1,93,93
516,ORD00516,2023-03-18,North,Customer_402,Furniture,Table,3,51,153
517,ORD00517,2024-01-09,South,Customer_193,Office Supplies,Stapler,10,717,7170
518,ORD00518,2024-11-21,West,Customer_441,Office Supplies,Paper Pack,9,318,2862
519,ORD00519,2024-12-13,South,Customer_479,Furniture,Cupboard,5,713,3565
520,ORD00520,2024-03-27,East,Customer_153,Furniture,Desk,1,897,897
521,ORD00521,2023-03-12,South,Customer_225,Electronics,Printer,5,870,4350
522,ORD00522,2024-01-01,East,Customer_400,Furniture,Desk,4,51,204
523,ORD00523,2024-09-20,West,Customer_258,Furniture,Cupboard,2,34,68
524,ORD00524,2024-12-14,North,Customer_443,Office Supplies,Notebook,7,219,1533
525,ORD00525,2023-04-24,North,Customer_252,Electronics,Mouse,1,68,68
526,ORD00526,2023-07-13,East,Customer_248,Office Supplies,Pen,10,499,4990
527,ORD00527,2023-10-25,West,Customer_255,Furniture,Table,6,552,3312
528,ORD00528,2024-07-11,North,Customer_206,Office Supplies,Stapler,7,641,4487
529,ORD00529,2023-09-04,West,Customer_244,Electronics,Keyboard,6,57,342
530,ORD00530,2024-09-18,West,Customer_30,Electronics,Monitor,10,379,3790
531,ORD00531,2024-02-02,South,Customer_128,Office Supplies,Pen,10,862,8620
532,ORD00532,2023-10-31,North,Customer_204,Office Supplies,Stapler,9,950,8550
533,ORD00533,2023-07-25,South,Customer_477,Electronics,Mouse,8,208,1664
534,ORD00534,2024-04-15,West,Customer_292,Office Supplies,Paper Pack,7,245,1715
535,ORD00535,2024-09-14,East,Customer_371,Electronics,Printer,6,480,2880
536,ORD00536,2023-09-08,North,Customer_298,Electronics,Laptop,10,883,8830
537,ORD00537,2024-10-02,North,Customer_277,Electronics,Laptop,9,574,5166
538,ORD00538,2024-11-26,East,Customer_311,Furniture,Desk,4,336,1344
539,ORD00539,2024-12-13,East,Customer_279,Office Supplies,Notebook,10,181,1810
540,ORD00540,2023-02-12,East,Customer_144,Office Supplies,Notebook,3,80,240
541,ORD00541,2023-03-07,West,Customer_261,Furniture,Cupboard,6,130,780
542,ORD00542,2024-02-01,South,Customer_50,Office Supplies,Paper Pack,3,689,2067
543,ORD00543,2023-05-10,East,Customer_127,Furniture,Chair,8,115,920
544,ORD00544,2024-04-27,East,Customer_345,Furniture,Desk,3,715,2145
545,ORD00545,2024-07-25,East,Customer_185,Furniture,Table,9,617,5553
546,ORD00546,2024-03-12,South,Customer_221,Furniture,Cupboard,8,753,6024
547,ORD00547,2024-01-22,West,Customer_263,Office Supplies,Pen,5,45,225
548,ORD00548,2023-12-12,South,Customer_322,Electronics,Keyboard,5,590,2950
549,ORD00549,2023-02-01,North,Customer_362,Furniture,Cupboard,3,360,1080
550,ORD00550,2024-12-01,North,Customer_409,Furniture,Desk,7,351,2457
551,ORD00551,2023-07-12,South,Customer_139,Electronics,Monitor,1,501,501
552,ORD00552,2023-03-09,East,Customer_270,Furniture,Desk,5,380,1900
553,ORD00553,2023-10-16,North,Customer_265,Office Supplies,Notebook,1,131,131
554,ORD00554,2023-08-29,North,Customer_53,Electronics,Monitor,10,938,9380
555,ORD00555,2023-09-04,West,Customer_436,Electronics,Mouse,7,103,721
556,ORD00556,2024-05-30,South,Customer_172,Office Supplies,Notebook,2,70,140
557,ORD00557,2024-10-24,North,Customer_201,Furniture,Cupboard,1,759,759
558,ORD00558,2024-09-04,East,Customer_190,Office Supplies,Pen,1,55,55
559,ORD00559,2024-05-27,West,Customer_401,Electronics,Mouse,10,967,9670
560,ORD00560,2023-02-15,South,Customer_248,Electronics,Laptop,8,426,3408
561,ORD00561,2024-10-26,West,Customer_177,Furniture,Cupboard,7,353,2471
562,ORD00562,2023-05-18,North,Customer_309,Furniture,Desk,10,120,1200
563,ORD00563,2023-11-27,South,Customer_488,Electronics,Printer,10,33,330
564,ORD00564,2024-06-13,North,Customer_38,Office Supplies,Paper Pack,9,977,8793
565,ORD00565,2024-10-01,West,Customer_334,Office Supplies,Pen,6,172,1032
566,ORD00566,2024-10-26,West,Customer_403,Furniture,Desk,10,99,990
567,ORD00567,2023-03-01,West,Customer_60,Office Supplies,Paper Pack,7,969,6783
568,ORD00568,2023-03-12,West,Customer_178,Electronics,Mouse,10,16,160
569,ORD00569,2024-11-20,West,Customer_372,Office Supplies,Pen,8,919,7352
570,ORD00570,2023-09-04,South,Customer_20,Furniture,Table,10,777,7770
571,ORD00571,2023-07-18,East,Customer_359,Electronics,Printer,9,52,468
572,ORD00572,2024-08-01,West,Customer_94,Office Supplies,Pen,1,544,544
573,ORD00573,2023-07-20,South,Customer_254,Office Supplies,Paper Pack,1,846,846
574,ORD00574,2024-08-26,South,Customer_177,Furniture,Desk,10,962,9620
575,ORD00575,2024-01-12,West,Customer_276,Furniture,Chair,10,964,9640
576,ORD00576,2024-11-20,West,Customer_220,Office Supplies,Notebook,7,809,5663
577,ORD00577,2024-07-08,West,Customer_113,Electronics,Printer,7,859,6013
578,ORD00578,2023-12-17,South,Customer_261,Furniture,Chair,8,397,3176
579,ORD00579,2023-03-17,North,Customer_491,Electronics,Mouse,3,831,2493
580,ORD00580,2023-01-02,West,Customer_220,Office Supplies,Notebook,6,954,5724
581,ORD00581,2023-02-13,North,Customer_213,Office Supplies,Notebook,4,424,1696
582,ORD00582,2023-12-21,North,Customer_39,Office Supplies,Paper Pack,3,64,192
583,ORD00583,2023-10-27,West,Customer_199,Electronics,Printer,9,451,4059
584,ORD00584,2024-07-18,East,Customer_324,Electronics,Printer,6,385,2310
585,ORD00585,2023-03-22,South,Customer_349,Electronics,Laptop,1,620,620
586,ORD00586,2023-02-15,East,Customer_34,Electronics,Mouse,2,678,1356
587,ORD00587,2024-04-16,South,Customer_365,Office Supplies,Paper Pack,1,448,448
588,ORD00588,2023-02-07,East,Customer_37,Electronics,Laptop,9,918,8262
589,ORD00589,2024-11-16,North,Customer_353,Electronics,Monitor,1,232,232
590,ORD00590,2024-03-22,East,Customer_341,Furniture,Cupboard,4,153,612
591,ORD00591,2023-05-28,North,Customer_451,Furniture,Cupboard,4,820,3280
592,ORD00592,2023-05-04,South,Customer_5,Furniture,Chair,8,850,6800
593,ORD00593,2024-03-10,North,Customer_482,Furniture,Chair,6,689,4134
594,ORD00594,2023-03-31,West,Customer_204,Office Supplies,Pen,2,651,1302
595,ORD00595,2024-06-09,North,Customer_236,Office Supplies,Paper Pack,4,271,1084
596,ORD00596,2023-05-01,South,Customer_447,Electronics,Printer,5,438,2190
597,ORD00597,2024-11-21,South,Customer_359,Electronics,Printer,1,482,482
598,ORD00598,2024-07-15,South,Customer_24,Electronics,Keyboard,6,986,5916
599,ORD00599,2024-01-23,East,Customer_430,Office Supplies,Notebook,3,506,1518
600,ORD00600,2024-11-17,North,Customer_203,Furniture,Desk,8,785,6280
601,ORD00601,2023-04-22,East,Customer_370,Furniture,Table,2,142,284
602,ORD00602,2023-06-06,North,Customer_93,Furniture,Cupboard,2,593,1186
603,ORD00603,2023-03-03,East,Customer_110,Electronics,Printer,1,956,956
604,ORD00604,2024-07-29,South,Customer_22,Electronics,Mouse,1,535,535
605,ORD00605,2024-10-22,West,Customer_143,Office Supplies,Notebook,2,208,416
606,ORD00606,2023-03-16,North,Customer_83,Office Supplies,Pen,9,857,7713
607,ORD00607,2024-02-19,West,Customer_456,Furniture,Desk,1,837,837
608,ORD00608,2024-08-19,South,Customer_110,Office Supplies,Paper Pack,9,489,4401
609,ORD00609,2024-04-19,West,Customer_229,Furniture,Chair,9,35,315
610,ORD00610,2024-04-03,North,Customer_120,Furniture,Desk,5,582,2910
611,ORD00611,2024-01-18,South,Customer_64,Electronics,Monitor,6,989,5934
612,ORD00612,2023-05-28,West,Customer_96,Electronics,Monitor,7,765,5355
613,ORD00613,2024-02-04,East,Customer_449,Furniture,Chair,3,772,2316
614,ORD00614,2024-08-29,West,Customer_314,Office Supplies,Notebook,5,756,3780
615,ORD00615,2023-09-01,East,Customer_170,Office Supplies,Stapler,10,874,8740
616,ORD00616,2023-01-20,North,Customer_16,Office Supplies,Stapler,10,542,5420
617,ORD00617,2023-12-20,South,Customer_395,Office Supplies,Stapler,8,12,96
618,ORD00618,2023-04-28,South,Customer_418,Furniture,Chair,7,943,6601
619,ORD00619,2023-04-28,West,Customer_252,Office Supplies,Stapler,1,952,952
620,ORD00620,2024-03-05,South,Customer_400,Furniture,Table,6,72,432
621,ORD00621,2023-11-30,East,Customer_470,Furniture,Table,3,164,492
622,ORD00622,2023-12-30,West,Customer_53,Office Supplies,Pen,8,588,4704
623,ORD00623,2023-08-11,East,Customer_246,Furniture,Cupboard,2,709,1418
624,ORD00624,2024-08-05,East,Customer_460,Furniture,Chair,9,437,3933
625,ORD00625,2023-12-07,West,Customer_316,Furniture,Chair,1,214,214
626,ORD00626,2024-09-22,South,Customer_409,Electronics,Mouse,9,699,6291
627,ORD00627,2023-09-18,East,Customer_169,Electronics,Keyboard,5,409,2045
628,ORD00628,2023-04-27,East,Customer_224,Electronics,Printer,4,17,68
629,ORD00629,2024-10-02,South,Customer_405,Office Supplies,Stapler,5,881,4405
630,ORD00630,2024-09-03,East,Customer_45,Office Supplies,Paper Pack,9,243,2187
631,ORD00631,2024-02-24,West,Customer_109,Furniture,Desk,5,448,2240
632,ORD00632,2024-10-08,East,Customer_309,Office Supplies,Notebook,2,682,1364
633,ORD00633,2024-10-31,West,Customer_296,Electronics,Laptop,8,291,2328
634,ORD00634,2023-02-27,West,Customer_77,Furniture,Table,8,174,1392
635,ORD00635,2024-09-21,West,Customer_321,Electronics,Printer,1,37,37
636,ORD00636,2024-10-02,South,Customer_99,Office Supplies,Notebook,1,944,944
637,ORD00637,2024-05-30,East,Customer_341,Furniture,Desk,1,113,113
638,ORD00638,2024-08-01,South,Customer_70,Office Supplies,Pen,6,347,2082
639,ORD00639,2024-08-28,West,Customer_391,Furniture,Table,1,40,40
640,ORD00640,2023-12-20,North,Customer_412,Furniture,Cupboard,2,658,1316
641,ORD00641,2023-05-26,East,Customer_77,Office Supplies,Notebook,8,585,4680
642,ORD00642,2024-05-10,North,Customer_285,Office Supplies,Stapler,4,403,1612
643,ORD00643,2023-12-14,North,Customer_81,Furniture,Cupboard,9,288,2592
644,ORD00644,2024-07-26,East,Customer_179,Office Supplies,Paper Pack,9,423,3807
645,ORD00645,2024-05-08,South,Customer_151,Furniture,Chair,10,333,3330
646,ORD00646,2024-10-03,West,Customer_470,Office Supplies,Notebook,1,1000,1000
647,ORD00647,2024-07-10,West,Customer_206,Office Supplies,Stapler,6,505,3030
648,ORD00648,2024-07-10,East,Customer_231,Office Supplies,Notebook,5,295,1475
649,ORD00649,2024-05-12,North,Customer_4,Electronics,Printer,8,509,4072
650,ORD00650,2024-02-25,North,Customer_160,Electronics,Printer,2,334,668
651,ORD00651,2023-09-14,East,Customer_409,Office Supplies,Notebook,4,270,1080
652,ORD00652,2023-07-09,South,Customer_236,Office Supplies,Notebook,8,481,3848
653,ORD00653,2024-01-04,South,Customer_119,Office Supplies,Paper Pack,1,979,979
654,ORD00654,2024-02-22,East,Customer_485,Electronics,Monitor,3,234,702
655,ORD00655,2024-05-19,East,Customer_339,Furniture,Cupboard,2,534,1068
656,ORD00656,2024-11-21,South,Customer_186,Furniture,Desk,5,434,2170
657,ORD00657,2023-06-11,East,Customer_135,Office Supplies,Notebook,2,765,1530
658,ORD00658,2023-04-13,West,Customer_453,Electronics,Laptop,7,16,112
659,ORD00659,2024-02-17,West,Customer_216,Furniture,Table,7,65,455
660,ORD00660,2024-10-24,North,Customer_497,Furniture,Cupboard,9,515,4635
661,ORD00661,2024-05-03,North,Customer_491,Furniture,Table,8,121,968
662,ORD00662,2023-05-27,East,Customer_496,Furniture,Desk,1,12,12
663,ORD00663,2023-05-06,West,Customer_225,Electronics,Monitor,1,949,949
664,ORD00664,2023-12-30,East,Customer_426,Office Supplies,Pen,1,247,247
665,ORD00665,2023-10-29,West,Customer_454,Office Supplies,Stapler,1,994,994
666,ORD00666,2024-12-24,East,Customer_409,Furniture,Chair,5,78,390
667,ORD00667,2024-07-15,North,Customer_392,Furniture,Cupboard,7,956,6692
668,ORD00668,2023-02-12,North,Customer_407,Office Supplies,Notebook,1,641,641
669,ORD00669,2024-08-16,South,Customer_157,Office Supplies,Stapler,3,173,519
670,ORD00670,2023-05-13,South,Customer_316,Electronics,Monitor,6,509,3054
671,ORD00671,2023-10-10,North,Customer_366,Office Supplies,Notebook,1,77,77
672,ORD00672,2023-08-07,West,Customer_343,Office Supplies,Pen,7,449,3143
673,ORD00673,2024-01-09,South,Customer_236,Electronics,Printer,6,453,2718
674,ORD00674,2024-07-15,West,Customer_184,Furniture,Cupboard,3,560,1680
675,ORD00675,2024-07-04,West,Customer_62,Office Supplies,Stapler,3,775,2325
676,ORD00676,2024-06-09,West,Customer_50,Electronics,Mouse,9,440,3960
677,ORD00677,2023-02-19,South,Customer_58,Electronics,Mouse,5,574,2870
678,ORD00678,2023-09-12,South,Customer_186,Office Supplies,Notebook,10,654,6540
679,ORD00679,2023-01-11,East,Customer_306,Office Supplies,Paper Pack,10,921,9210
680,ORD00680,2024-11-21,North,Customer_28,Electronics,Keyboard,6,557,3342
681,ORD00681,2024-10-27,South,Customer_400,Furniture,Cupboard,4,520,2080
682,ORD00682,2023-01-31,South,Customer_295,Office Supplies,Stapler,8,534,4272
683,ORD00683,2024-09-06,West,Customer_169,Office Supplies,Pen,3,700,2100
684,ORD00684,2023-12-15,North,Customer_139,Office Supplies,Stapler,1,579,579
685,ORD00685,2024-07-02,North,Customer_2,Furniture,Cupboard,4,955,3820
686,ORD00686,2023-04-13,West,Customer_149,Electronics,Laptop,8,675,5400
687,ORD00687,2023-01-01,North,Customer_91,Office Supplies,Stapler,2,386,772
688,ORD00688,2024-08-19,East,Customer_206,Furniture,Table,9,239,2151
689,ORD00689,2024-05-23,North,Customer_143,Office Supplies,Notebook,7,671,4697
690,ORD00690,2024-01-01,South,Customer_195,Furniture,Cupboard,7,611,4277
691,ORD00691,2024-03-25,West,Customer_428,Electronics,Keyboard,1,460,460
692,ORD00692,2024-07-09,West,Customer_68,Furniture,Cupboard,4,707,2828
693,ORD00693,2024-01-10,East,Customer_456,Office Supplies,Notebook,3,969,2907
694,ORD00694,2024-10-26,North,Customer_147,Office Supplies,Pen,3,206,618
